"Date","HomeTeam","AwayTeam","FTHG","HTAG","FTR"
NA,"Alaves","Osasuna",0,0,"A"
NA,"Sociedad","Celta",0,1,"A"
NA,"Real Madrid","Mallorca",2,0,"H"
NA,"Eibar","Valencia",1,0,"H"
NA,"Betis","Espanol",1,0,"H"
NA,"Sevilla","Valladolid",1,1,"D"
NA,"Ath Bilbao","Mallorca",3,0,"H"
NA,"Celta","Barcelona",2,1,"D"
NA,"Osasuna","Leganes",2,0,"H"
NA,"Ath Madrid","Alaves",2,0,"H"
NA,"Levante","Betis",4,0,"H"
NA,"Villarreal","Valencia",2,0,"H"
NA,"Granada","Eibar",1,1,"A"
NA,"Espanol","Real Madrid",0,1,"A"
NA,"Getafe","Sociedad",2,0,"H"
NA,"Mallorca","Celta",5,0,"H"
NA,"Leganes","Sevilla",0,2,"A"
NA,"Barcelona","Ath Madrid",2,1,"D"
NA,"Alaves","Granada",0,1,"A"
NA,"Valencia","Ath Bilbao",0,1,"A"
NA,"Betis","Villarreal",0,2,"A"
NA,"Valladolid","Levante",0,0,"D"
NA,"Eibar","Osasuna",0,1,"A"
NA,"Sociedad","Espanol",2,1,"H"
NA,"Real Madrid","Getafe",1,0,"H"
NA,"Ath Madrid","Mallorca",3,0,"H"
NA,"Celta","Betis",1,0,"D"
NA,"Valladolid","Alaves",1,0,"H"
NA,"Granada","Valencia",2,0,"D"
NA,"Ath Bilbao","Real Madrid",0,0,"A"
NA,"Espanol","Leganes",0,0,"A"
NA,"Osasuna","Getafe",0,0,"D"
NA,"Villarreal","Barcelona",1,3,"A"
NA,"Levante","Sociedad",1,1,"D"
NA,"Sevilla","Eibar",1,0,"H"
NA,"Valencia","Valladolid",2,0,"H"
NA,"Celta","Ath Madrid",1,1,"D"
NA,"Betis","Osasuna",3,0,"H"
NA,"Getafe","Villarreal",1,0,"A"
NA,"Barcelona","Espanol",1,0,"H"
NA,"Eibar","Leganes",0,0,"D"
NA,"Mallorca","Levante",2,0,"H"
NA,"Ath Bilbao","Sevilla",1,0,"A"
NA,"Sociedad","Granada",2,2,"A"
NA,"Real Madrid","Alaves",2,0,"H"
NA,"Osasuna","Celta",2,1,"H"
NA,"Valladolid","Barcelona",0,1,"A"
NA,"Ath Madrid","Betis",1,0,"H"
NA,"Espanol","Eibar",0,2,"A"
NA,"Levante","Ath Bilbao",1,2,"A"
NA,"Leganes","Valencia",1,0,"H"
NA,"Sevilla","Mallorca",2,0,"H"
NA,"Alaves","Getafe",0,0,"D"
NA,"Villarreal","Sociedad",1,0,"A"
NA,"Granada","Real Madrid",1,2,"A"
NA,"Eibar","Valladolid",3,0,"H"
NA,"Ath Bilbao","Leganes",0,0,"A"
NA,"Barcelona","Osasuna",1,1,"A"
NA,"Betis","Alaves",1,0,"A"
NA,"Celta","Levante",2,2,"A"
NA,"Getafe","Ath Madrid",0,0,"A"
NA,"Mallorca","Granada",1,1,"A"
NA,"Real Madrid","Villarreal",2,0,"H"
NA,"Sociedad","Sevilla",0,0,"D"
NA,"Valencia","Espanol",1,0,"H"
NA,"Alaves","Barcelona",0,3,"A"
NA,"Valladolid","Betis",2,0,"H"
NA,"Villarreal","Eibar",4,0,"H"
NA,"Ath Madrid","Sociedad",1,0,"D"
NA,"Espanol","Celta",0,0,"D"
NA,"Granada","Ath Bilbao",4,0,"H"
NA,"Leganes","Real Madrid",2,1,"D"
NA,"Levante","Getafe",1,0,"H"
NA,"Osasuna","Mallorca",2,1,"D"
NA,"Sevilla","Valencia",1,0,"H"
NA,"Leganes","Alaves",1,0,"H"
NA,"Valencia","Las Palmas",1,0,"H"
NA,"Celta","Sociedad",2,1,"A"
NA,"Girona","Ath Madrid",2,0,"D"
NA,"Sevilla","Espanol",1,1,"D"
NA,"Ath Bilbao","Getafe",0,0,"D"
NA,"Barcelona","Betis",2,0,"H"
NA,"La Coruna","Real Madrid",0,2,"A"
NA,"Levante","Villarreal",1,0,"H"
NA,"Malaga","Eibar",0,0,"A"
NA,"Betis","Celta",2,1,"H"
NA,"Sociedad","Villarreal",3,0,"H"
NA,"Alaves","Barcelona",0,0,"A"
NA,"Girona","Malaga",1,0,"H"
NA,"Las Palmas","Ath Madrid",1,2,"A"
NA,"Levante","La Coruna",2,2,"D"
NA,"Eibar","Ath Bilbao",0,1,"A"
NA,"Espanol","Leganes",0,1,"A"
NA,"Getafe","Sevilla",0,0,"A"
NA,"Real Madrid","Valencia",2,1,"D"
NA,"Leganes","Getafe",1,1,"A"
NA,"Barcelona","Espanol",5,0,"H"
NA,"Real Madrid","Levante",1,1,"D"
NA,"Sevilla","Eibar",3,0,"H"
NA,"Valencia","Ath Madrid",0,0,"D"
NA,"Ath Bilbao","Girona",2,0,"H"
NA,"Celta","Alaves",1,0,"H"
NA,"La Coruna","Sociedad",2,2,"A"
NA,"Villarreal","Betis",3,1,"H"
NA,"Malaga","Las Palmas",1,1,"A"
NA,"Eibar","Leganes",1,0,"H"
NA,"Ath Madrid","Malaga",1,0,"H"
NA,"Betis","La Coruna",2,1,"H"
NA,"Getafe","Barcelona",1,0,"A"
NA,"Levante","Valencia",1,1,"D"
NA,"Alaves","Villarreal",0,1,"A"
NA,"Girona","Sevilla",0,0,"A"
NA,"Las Palmas","Ath Bilbao",1,0,"H"
NA,"Sociedad","Real Madrid",1,2,"A"
NA,"Espanol","Celta",2,0,"H"
NA,"Barcelona","Eibar",6,0,"H"
NA,"Valencia","Malaga",5,0,"H"
NA,"Ath Bilbao","Ath Madrid",1,0,"A"
NA,"La Coruna","Alaves",1,0,"H"
NA,"Leganes","Girona",0,0,"D"
NA,"Real Madrid","Betis",0,0,"A"
NA,"Sevilla","Las Palmas",1,0,"H"
NA,"Celta","Getafe",1,0,"D"
NA,"Levante","Sociedad",3,0,"H"
NA,"Villarreal","Espanol",0,0,"D"
NA,"Alaves","Real Madrid",1,2,"A"
NA,"Ath Madrid","Sevilla",2,0,"H"
NA,"Girona","Barcelona",0,1,"A"
NA,"Malaga","Ath Bilbao",3,1,"D"
NA,"Eibar","Celta",0,3,"A"
NA,"Espanol","La Coruna",4,0,"H"
NA,"Getafe","Villarreal",4,0,"H"
NA,"Las Palmas","Leganes",0,0,"A"
NA,"Sociedad","Valencia",2,1,"A"
NA,"Betis","Levante",4,0,"H"
NA,"Celta","Girona",3,2,"D"
NA,"La Coruna","Getafe",2,0,"H"
NA,"Leganes","Ath Madrid",0,0,"D"
NA,"Levante","Alaves",0,1,"A"
NA,"Sevilla","Malaga",2,0,"H"
NA,"Barcelona","Las Palmas",3,0,"H"
NA,"Real Madrid","Espanol",2,0,"H"
NA,"Sociedad","Betis",4,2,"D"
NA,"Valencia","Ath Bilbao",3,0,"H"
NA,"Villarreal","Eibar",3,0,"H"
NA,"Espanol","Levante",0,0,"D"
NA,"Alaves","Sociedad",0,0,"A"
NA,"Ath Bilbao","Sevilla",1,0,"H"
NA,"Ath Madrid","Barcelona",1,0,"D"
NA,"Getafe","Real Madrid",1,1,"A"
NA,"Betis","Valencia",3,2,"A"
NA,"Eibar","La Coruna",0,0,"D"
NA,"Girona","Villarreal",1,2,"A"
NA,"Malaga","Leganes",0,0,"A"
NA,"Las Palmas","Celta",2,2,"A"
NA,"Barcelona","Malaga",2,0,"H"
NA,"Betis","Alaves",2,0,"H"
NA,"Levante","Getafe",1,0,"D"
NA,"Valencia","Sevilla",4,0,"H"
NA,"Celta","Ath Madrid",0,1,"A"
NA,"Leganes","Ath Bilbao",1,0,"H"
NA,"Real Madrid","Eibar",3,0,"H"
NA,"Villarreal","Las Palmas",4,0,"H"
NA,"La Coruna","Girona",1,1,"A"
NA,"Sociedad","Espanol",1,1,"D"
NA,"Alaves","Valencia",1,1,"A"
NA,"Ath Bilbao","Barcelona",0,1,"A"
NA,"Ath Madrid","Villarreal",1,0,"D"
NA,"Sevilla","Leganes",2,0,"H"
NA,"Eibar","Levante",2,2,"D"
NA,"Getafe","Sociedad",2,1,"H"
NA,"Girona","Real Madrid",2,1,"H"
NA,"Malaga","Celta",2,0,"H"
NA,"Espanol","Betis",1,0,"H"
NA,"Las Palmas","La Coruna",1,1,"A"
NA,"Betis","Getafe",2,2,"D"
NA,"Alaves","Espanol",1,0,"H"
NA,"Barcelona","Sevilla",2,0,"H"
NA,"La Coruna","Ath Madrid",0,0,"A"
NA,"Valencia","Leganes",3,0,"H"
NA,"Celta","Ath Bilbao",3,1,"H"
NA,"Levante","Girona",1,0,"A"
NA,"Real Madrid","Las Palmas",3,0,"H"
NA,"Sociedad","Eibar",3,0,"H"
NA,"Villarreal","Malaga",2,0,"H"
NA,"Girona","Sociedad",1,1,"D"
NA,"Ath Madrid","Real Madrid",0,0,"D"
NA,"Getafe","Alaves",4,0,"H"
NA,"Leganes","Barcelona",0,1,"A"
NA,"Sevilla","Celta",2,1,"H"
NA,"Ath Bilbao","Villarreal",1,1,"D"
NA,"Espanol","Valencia",0,0,"A"
NA,"Las Palmas","Levante",0,0,"A"
NA,"Malaga","La Coruna",3,1,"H"
NA,"Eibar","Betis",5,0,"H"
NA,"Celta","Leganes",1,0,"H"
NA,"Alaves","Eibar",1,1,"A"
NA,"Betis","Girona",2,1,"D"
NA,"Levante","Ath Madrid",0,2,"A"
NA,"Real Madrid","Malaga",3,1,"H"
NA,"La Coruna","Ath Bilbao",2,1,"D"
NA,"Sociedad","Las Palmas",2,1,"D"
NA,"Valencia","Barcelona",1,0,"D"
NA,"Villarreal","Sevilla",2,0,"A"
NA,"Espanol","Getafe",1,0,"H"
NA,"Malaga","Levante",0,0,"D"
NA,"Ath Bilbao","Real Madrid",0,0,"D"
NA,"Ath Madrid","Sociedad",2,1,"H"
NA,"Barcelona","Celta",2,1,"D"
NA,"Sevilla","La Coruna",2,0,"H"
NA,"Eibar","Espanol",3,0,"H"
NA,"Getafe","Valencia",1,0,"H"
NA,"Las Palmas","Betis",1,0,"H"
NA,"Leganes","Villarreal",3,0,"H"
NA,"Girona","Alaves",2,0,"A"
NA,"Alaves","Las Palmas",2,0,"H"
NA,"Getafe","Eibar",0,0,"D"
NA,"La Coruna","Leganes",1,0,"H"
NA,"Real Madrid","Sevilla",5,0,"H"
NA,"Valencia","Celta",2,0,"H"
NA,"Betis","Ath Madrid",0,1,"A"
NA,"Levante","Ath Bilbao",1,1,"A"
NA,"Sociedad","Malaga",0,1,"A"
NA,"Villarreal","Barcelona",0,0,"A"
NA,"Espanol","Girona",0,1,"A"
NA,"Sevilla","Levante",0,0,"D"
NA,"Ath Bilbao","Sociedad",0,0,"D"
NA,"Ath Madrid","Alaves",1,0,"H"
NA,"Eibar","Valencia",2,0,"H"
NA,"Barcelona","La Coruna",4,0,"H"
NA,"Celta","Villarreal",0,1,"A"
NA,"Girona","Getafe",1,0,"H"
NA,"Las Palmas","Espanol",2,2,"D"
NA,"Malaga","Betis",0,1,"A"
NA,"Levante","Leganes",0,0,"D"
NA,"Getafe","Las Palmas",2,0,"H"
NA,"Sociedad","Sevilla",3,1,"H"
NA,"Alaves","Malaga",1,0,"H"
NA,"Eibar","Girona",4,1,"H"
NA,"Betis","Ath Bilbao",0,1,"A"
NA,"Espanol","Ath Madrid",1,0,"H"
NA,"La Coruna","Celta",1,2,"A"
NA,"Real Madrid","Barcelona",0,0,"A"
NA,"Valencia","Villarreal",0,1,"A"
NA,"Ath Madrid","Getafe",2,0,"H"
NA,"Las Palmas","Eibar",1,0,"A"
NA,"Sevilla","Betis",3,2,"A"
NA,"Valencia","Girona",2,1,"H"
NA,"Ath Bilbao","Alaves",2,0,"H"
NA,"Barcelona","Levante",3,0,"H"
NA,"Celta","Real Madrid",2,2,"D"
NA,"Leganes","Sociedad",1,0,"H"
NA,"Villarreal","La Coruna",1,0,"D"
NA,"Malaga","Espanol",0,1,"A"
NA,"Getafe","Malaga",1,0,"H"
NA,"Eibar","Ath Madrid",0,1,"A"
NA,"Girona","Las Palmas",6,0,"H"
NA,"La Coruna","Valencia",1,1,"A"
NA,"Real Madrid","Villarreal",0,0,"A"
NA,"Alaves","Sevilla",1,0,"H"
NA,"Espanol","Ath Bilbao",1,1,"D"
NA,"Levante","Celta",0,1,"A"
NA,"Sociedad","Barcelona",2,1,"A"
NA,"Betis","Leganes",3,1,"H"
NA,"Getafe","Ath Bilbao",2,1,"D"
NA,"Ath Madrid","Girona",1,0,"D"
NA,"Espanol","Sevilla",0,2,"A"
NA,"Las Palmas","Valencia",2,1,"H"
NA,"Villarreal","Levante",2,0,"H"
NA,"Alaves","Leganes",2,0,"D"
NA,"Betis","Barcelona",0,0,"A"
NA,"Real Madrid","La Coruna",7,1,"H"
NA,"Sociedad","Celta",1,1,"A"
NA,"Eibar","Malaga",1,1,"D"
NA,"Ath Bilbao","Eibar",1,0,"D"
NA,"La Coruna","Levante",2,0,"D"
NA,"Malaga","Girona",0,0,"D"
NA,"Valencia","Real Madrid",1,2,"A"
NA,"Villarreal","Sociedad",4,1,"H"
NA,"Ath Madrid","Las Palmas",3,0,"H"
NA,"Barcelona","Alaves",2,1,"H"
NA,"Leganes","Espanol",3,0,"H"
NA,"Sevilla","Getafe",1,0,"D"
NA,"Celta","Betis",3,0,"H"
NA,"Sociedad","La Coruna",5,0,"H"
NA,"Alaves","Celta",2,0,"H"
NA,"Betis","Villarreal",2,0,"H"
NA,"Eibar","Sevilla",5,1,"H"
NA,"Levante","Real Madrid",2,1,"D"
NA,"Ath Madrid","Valencia",1,0,"H"
NA,"Espanol","Barcelona",1,0,"D"
NA,"Getafe","Leganes",0,0,"D"
NA,"Girona","Ath Bilbao",2,0,"H"
NA,"Las Palmas","Malaga",1,0,"H"
NA,"Ath Bilbao","Las Palmas",0,0,"D"
NA,"Leganes","Eibar",0,0,"A"
NA,"Malaga","Ath Madrid",0,1,"A"
NA,"Real Madrid","Sociedad",5,0,"H"
NA,"Villarreal","Alaves",1,1,"A"
NA,"Barcelona","Getafe",0,0,"D"
NA,"Celta","Espanol",2,1,"D"
NA,"Sevilla","Girona",1,0,"H"
NA,"Valencia","Levante",3,1,"H"
NA,"La Coruna","Betis",0,0,"A"
NA,"Girona","Leganes",3,0,"H"
NA,"Alaves","La Coruna",1,0,"H"
NA,"Eibar","Barcelona",0,1,"A"
NA,"Las Palmas","Sevilla",1,1,"A"
NA,"Malaga","Valencia",1,0,"A"
NA,"Ath Madrid","Ath Bilbao",2,0,"H"
NA,"Betis","Real Madrid",3,1,"A"
NA,"Espanol","Villarreal",1,1,"D"
NA,"Sociedad","Levante",3,0,"H"
NA,"Getafe","Celta",3,0,"H"
NA,"Leganes","Real Madrid",1,2,"A"
NA,"La Coruna","Espanol",0,0,"D"
NA,"Barcelona","Girona",6,1,"H"
NA,"Celta","Eibar",2,0,"H"
NA,"Leganes","Las Palmas",0,0,"D"
NA,"Real Madrid","Alaves",4,0,"H"
NA,"Ath Bilbao","Malaga",2,1,"H"
NA,"Sevilla","Ath Madrid",2,2,"A"
NA,"Valencia","Sociedad",2,0,"H"
NA,"Villarreal","Getafe",1,0,"H"
NA,"Levante","Betis",0,0,"A"
NA,"Espanol","Real Madrid",1,0,"H"
NA,"Girona","Celta",1,0,"H"
NA,"Ath Bilbao","Valencia",1,1,"D"
NA,"Ath Madrid","Leganes",4,0,"H"
NA,"Eibar","Villarreal",1,0,"H"
NA,"Getafe","La Coruna",3,0,"H"
NA,"Malaga","Sevilla",0,1,"A"
NA,"Alaves","Levante",1,0,"H"
NA,"Betis","Sociedad",0,0,"D"
NA,"Las Palmas","Barcelona",1,1,"D"
NA,"La Coruna","Eibar",1,1,"D"
NA,"Leganes","Malaga",2,0,"H"
NA,"Real Madrid","Getafe",3,0,"H"
NA,"Sevilla","Ath Bilbao",2,0,"H"
NA,"Villarreal","Girona",0,1,"A"
NA,"Barcelona","Ath Madrid",1,0,"H"
NA,"Levante","Espanol",1,0,"D"
NA,"Sociedad","Alaves",2,1,"H"
NA,"Valencia","Betis",2,0,"H"
NA,"Celta","Las Palmas",2,0,"H"
NA,"Girona","La Coruna",2,0,"H"
NA,"Eibar","Real Madrid",1,1,"A"
NA,"Getafe","Levante",0,0,"A"
NA,"Malaga","Barcelona",0,2,"A"
NA,"Sevilla","Valencia",0,1,"A"
NA,"Ath Bilbao","Leganes",2,0,"H"
NA,"Ath Madrid","Celta",3,0,"H"
NA,"Espanol","Sociedad",2,1,"H"
NA,"Las Palmas","Villarreal",0,0,"A"
NA,"Alaves","Betis",1,2,"A"
NA,"Levante","Eibar",2,0,"H"
NA,"Betis","Espanol",3,0,"H"
NA,"La Coruna","Las Palmas",1,1,"D"
NA,"Sociedad","Getafe",1,1,"A"
NA,"Valencia","Alaves",3,0,"H"
NA,"Barcelona","Ath Bilbao",2,0,"H"
NA,"Celta","Malaga",0,0,"D"
NA,"Leganes","Sevilla",2,0,"H"
NA,"Real Madrid","Girona",6,1,"H"
NA,"Villarreal","Ath Madrid",2,1,"H"
NA,"Ath Bilbao","Celta",1,0,"D"
NA,"Girona","Levante",1,0,"D"
NA,"Las Palmas","Real Madrid",0,2,"A"
NA,"Sevilla","Barcelona",2,0,"D"
NA,"Ath Madrid","La Coruna",1,0,"H"
NA,"Eibar","Sociedad",0,0,"D"
NA,"Espanol","Alaves",0,0,"D"
NA,"Leganes","Valencia",0,0,"A"
NA,"Malaga","Villarreal",1,0,"H"
NA,"Getafe","Betis",0,0,"A"
NA,"La Coruna","Malaga",3,1,"H"
NA,"Alaves","Getafe",2,0,"H"
NA,"Barcelona","Leganes",3,0,"H"
NA,"Betis","Eibar",2,0,"H"
NA,"Celta","Sevilla",4,0,"H"
NA,"Levante","Las Palmas",2,0,"H"
NA,"Real Madrid","Ath Madrid",1,0,"D"
NA,"Sociedad","Girona",5,0,"H"
NA,"Valencia","Espanol",1,0,"H"
NA,"Villarreal","Ath Bilbao",1,1,"A"
NA,"Girona","Betis",0,1,"A"
NA,"Ath Bilbao","La Coruna",2,2,"A"
NA,"Barcelona","Valencia",2,0,"H"
NA,"Las Palmas","Sociedad",0,1,"A"
NA,"Leganes","Celta",1,0,"H"
NA,"Sevilla","Villarreal",2,1,"D"
NA,"Ath Madrid","Levante",3,0,"H"
NA,"Eibar","Alaves",0,1,"A"
NA,"Getafe","Espanol",1,0,"H"
NA,"Malaga","Real Madrid",1,1,"A"
NA,"Celta","Barcelona",2,1,"D"
NA,"La Coruna","Sevilla",0,0,"D"
NA,"Villarreal","Leganes",2,0,"H"
NA,"Espanol","Eibar",0,1,"A"
NA,"Real Madrid","Ath Bilbao",1,1,"D"
NA,"Valencia","Getafe",1,1,"A"
NA,"Alaves","Girona",1,0,"A"
NA,"Betis","Las Palmas",1,0,"H"
NA,"Levante","Malaga",1,0,"H"
NA,"Sociedad","Ath Madrid",3,0,"H"
NA,"Leganes","La Coruna",0,0,"D"
NA,"Celta","Valencia",1,0,"D"
NA,"Eibar","Getafe",0,1,"A"
NA,"Ath Madrid","Betis",0,0,"D"
NA,"Girona","Espanol",0,1,"A"
NA,"Las Palmas","Alaves",0,0,"A"
NA,"Malaga","Sociedad",2,0,"H"
NA,"Ath Bilbao","Levante",1,2,"A"
NA,"Levante","Sevilla",2,1,"H"
NA,"Espanol","Las Palmas",1,1,"D"
NA,"Real Madrid","Leganes",2,0,"H"
NA,"Sociedad","Ath Bilbao",3,0,"H"
NA,"Villarreal","Celta",4,1,"H"
NA,"Alaves","Ath Madrid",0,0,"A"
NA,"Getafe","Girona",1,1,"D"
NA,"La Coruna","Barcelona",2,2,"A"
NA,"Valencia","Eibar",0,0,"D"
NA,"Betis","Malaga",2,1,"H"
NA,"Sevilla","Sociedad",1,0,"H"
NA,"Ath Bilbao","Betis",2,0,"H"
NA,"Celta","La Coruna",1,0,"D"
NA,"Girona","Eibar",1,2,"A"
NA,"Villarreal","Valencia",1,0,"H"
NA,"Ath Madrid","Espanol",0,0,"A"
NA,"Barcelona","Real Madrid",2,1,"D"
NA,"Las Palmas","Getafe",0,0,"A"
NA,"Malaga","Alaves",0,1,"A"
NA,"Leganes","Levante",0,0,"A"
NA,"Barcelona","Villarreal",5,0,"H"
NA,"Sevilla","Real Madrid",3,0,"H"
NA,"Alaves","Ath Bilbao",3,0,"H"
NA,"Betis","Sevilla",2,0,"D"
NA,"Eibar","Las Palmas",1,0,"H"
NA,"Getafe","Ath Madrid",0,1,"A"
NA,"Girona","Valencia",0,0,"A"
NA,"La Coruna","Villarreal",2,3,"A"
NA,"Real Madrid","Celta",6,0,"H"
NA,"Sociedad","Leganes",3,1,"H"
NA,"Espanol","Malaga",4,1,"H"
NA,"Levante","Barcelona",5,1,"H"
NA,"Celta","Levante",4,1,"H"
NA,"Las Palmas","Girona",1,2,"A"
NA,"Leganes","Betis",3,1,"H"
NA,"Malaga","Getafe",0,0,"A"
NA,"Sevilla","Alaves",1,0,"H"
NA,"Villarreal","Real Madrid",2,2,"D"
NA,"Ath Bilbao","Espanol",0,1,"A"
NA,"Ath Madrid","Eibar",2,1,"D"
NA,"Barcelona","Sociedad",1,0,"H"
NA,"Valencia","La Coruna",2,0,"H"
NA,"Betis","Levante",0,1,"A"
NA,"Girona","Valladolid",0,0,"D"
NA,"Barcelona","Alaves",3,0,"H"
NA,"Celta","Espanol",1,1,"D"
NA,"Villarreal","Sociedad",1,1,"A"
NA,"Eibar","Huesca",1,2,"A"
NA,"Real Madrid","Getafe",2,0,"H"
NA,"Vallecano","Sevilla",1,3,"A"
NA,"Ath Bilbao","Leganes",2,1,"H"
NA,"Valencia","Ath Madrid",1,1,"D"
NA,"Getafe","Eibar",2,0,"H"
NA,"Leganes","Sociedad",2,2,"D"
NA,"Alaves","Betis",0,0,"D"
NA,"Ath Madrid","Vallecano",1,0,"H"
NA,"Valladolid","Barcelona",0,0,"A"
NA,"Espanol","Valencia",2,0,"H"
NA,"Girona","Real Madrid",1,1,"A"
NA,"Sevilla","Villarreal",0,0,"D"
NA,"Ath Bilbao","Huesca",2,0,"D"
NA,"Levante","Celta",1,2,"A"
NA,"Eibar","Sociedad",2,1,"H"
NA,"Getafe","Valladolid",0,0,"D"
NA,"Villarreal","Girona",0,0,"A"
NA,"Celta","Ath Madrid",2,0,"H"
NA,"Real Madrid","Leganes",4,1,"H"
NA,"Alaves","Espanol",2,1,"H"
NA,"Barcelona","Huesca",8,2,"H"
NA,"Betis","Sevilla",1,0,"H"
NA,"Levante","Valencia",2,1,"D"
NA,"Huesca","Vallecano",0,1,"A"
NA,"Ath Bilbao","Real Madrid",1,0,"D"
NA,"Ath Madrid","Eibar",1,0,"D"
NA,"Sociedad","Barcelona",1,0,"A"
NA,"Valencia","Betis",0,0,"D"
NA,"Espanol","Levante",1,0,"H"
NA,"Leganes","Villarreal",0,0,"A"
NA,"Sevilla","Getafe",0,2,"A"
NA,"Valladolid","Alaves",0,0,"A"
NA,"Girona","Celta",3,1,"H"
NA,"Huesca","Sociedad",0,0,"A"
NA,"Celta","Valladolid",3,1,"D"
NA,"Eibar","Leganes",1,0,"H"
NA,"Getafe","Ath Madrid",0,1,"A"
NA,"Real Madrid","Espanol",1,0,"H"
NA,"Vallecano","Alaves",1,2,"A"
NA,"Barcelona","Girona",2,1,"D"
NA,"Betis","Ath Bilbao",2,2,"D"
NA,"Levante","Sevilla",2,4,"A"
NA,"Villarreal","Valencia",0,0,"D"
NA,"Ath Madrid","Huesca",3,0,"H"
NA,"Espanol","Eibar",1,0,"H"
NA,"Sociedad","Vallecano",2,2,"D"
NA,"Ath Bilbao","Villarreal",0,0,"A"
NA,"Leganes","Barcelona",2,1,"H"
NA,"Sevilla","Real Madrid",3,0,"H"
NA,"Valencia","Celta",1,0,"D"
NA,"Alaves","Getafe",1,0,"D"
NA,"Girona","Betis",0,0,"A"
NA,"Valladolid","Levante",2,0,"H"
NA,"Vallecano","Espanol",2,2,"D"
NA,"Barcelona","Ath Bilbao",1,1,"D"
NA,"Eibar","Sevilla",1,0,"A"
NA,"Real Madrid","Ath Madrid",0,0,"D"
NA,"Sociedad","Valencia",0,1,"A"
NA,"Betis","Leganes",1,0,"H"
NA,"Huesca","Girona",1,1,"D"
NA,"Levante","Alaves",2,1,"H"
NA,"Villarreal","Valladolid",0,0,"A"
NA,"Celta","Getafe",1,0,"D"
NA,"Ath Bilbao","Sociedad",1,1,"A"
NA,"Alaves","Real Madrid",1,0,"H"
NA,"Getafe","Levante",0,0,"A"
NA,"Girona","Eibar",2,2,"A"
NA,"Leganes","Vallecano",1,0,"H"
NA,"Ath Madrid","Betis",1,0,"H"
NA,"Espanol","Villarreal",3,1,"H"
NA,"Sevilla","Celta",2,0,"H"
NA,"Valencia","Barcelona",1,1,"D"
NA,"Valladolid","Huesca",1,0,"H"
NA,"Celta","Alaves",0,0,"A"
NA,"Barcelona","Sevilla",4,0,"H"
NA,"Real Madrid","Levante",1,2,"A"
NA,"Valencia","Leganes",1,0,"D"
NA,"Villarreal","Ath Madrid",1,0,"D"
NA,"Betis","Valladolid",0,1,"A"
NA,"Eibar","Ath Bilbao",1,1,"D"
NA,"Huesca","Espanol",0,1,"A"
NA,"Vallecano","Getafe",1,0,"A"
NA,"Sociedad","Girona",0,0,"D"
NA,"Vallecano","Ath Bilbao",1,0,"D"
NA,"Valladolid","Espanol",1,1,"D"
NA,"Ath Bilbao","Valencia",0,0,"D"
NA,"Ath Madrid","Sociedad",2,0,"H"
NA,"Celta","Eibar",4,0,"H"
NA,"Girona","Vallecano",2,0,"H"
NA,"Levante","Leganes",2,0,"H"
NA,"Alaves","Villarreal",2,1,"H"
NA,"Barcelona","Real Madrid",5,0,"H"
NA,"Getafe","Betis",2,0,"H"
NA,"Sevilla","Huesca",2,0,"H"
NA,"Leganes","Ath Madrid",1,0,"D"
NA,"Real Madrid","Valladolid",2,0,"H"
NA,"Valencia","Girona",0,0,"A"
NA,"Vallecano","Barcelona",2,1,"A"
NA,"Betis","Celta",3,0,"D"
NA,"Eibar","Alaves",2,1,"H"
NA,"Huesca","Getafe",1,0,"D"
NA,"Sociedad","Sevilla",0,0,"D"
NA,"Villarreal","Levante",1,0,"D"
NA,"Espanol","Ath Bilbao",1,0,"H"
NA,"Levante","Sociedad",1,0,"A"
NA,"Ath Madrid","Ath Bilbao",3,1,"H"
NA,"Getafe","Valencia",0,0,"A"
NA,"Girona","Leganes",0,0,"D"
NA,"Valladolid","Eibar",0,0,"D"
NA,"Alaves","Huesca",2,1,"H"
NA,"Barcelona","Betis",3,2,"A"
NA,"Celta","Real Madrid",2,1,"A"
NA,"Sevilla","Espanol",2,1,"H"
NA,"Vallecano","Villarreal",2,1,"D"
NA,"Leganes","Alaves",1,0,"H"
NA,"Ath Madrid","Barcelona",1,0,"D"
NA,"Eibar","Real Madrid",3,0,"H"
NA,"Huesca","Levante",2,1,"D"
NA,"Valencia","Vallecano",3,0,"H"
NA,"Ath Bilbao","Getafe",1,0,"D"
NA,"Espanol","Girona",1,2,"A"
NA,"Sevilla","Valladolid",1,0,"H"
NA,"Villarreal","Betis",2,0,"H"
NA,"Sociedad","Celta",2,0,"H"
NA,"Vallecano","Eibar",1,0,"H"
NA,"Celta","Huesca",2,0,"H"
NA,"Getafe","Espanol",3,0,"H"
NA,"Real Madrid","Valencia",2,0,"H"
NA,"Valladolid","Leganes",2,2,"A"
NA,"Alaves","Sevilla",1,0,"D"
NA,"Barcelona","Villarreal",2,0,"H"
NA,"Betis","Sociedad",1,0,"H"
NA,"Girona","Ath Madrid",1,0,"D"
NA,"Levante","Ath Bilbao",3,0,"H"
NA,"Leganes","Getafe",1,1,"D"
NA,"Ath Madrid","Alaves",3,0,"H"
NA,"Espanol","Barcelona",0,3,"A"
NA,"Valencia","Sevilla",1,0,"D"
NA,"Villarreal","Celta",2,1,"A"
NA,"Betis","Vallecano",2,0,"H"
NA,"Eibar","Levante",4,2,"D"
